ID,Date,JobTitle,PostTitle,Pros,Cons,EmploymentStatus,Location,OverallRating,BenefitsRating,CareerOpportunityRating,SeniorManagementRating,WorkEnvironmentRating,WorkLifeBalanceRating,DiversityRating
5333055,2019-09-15T09:06:32Z,Senior Manager,"Very high pressure in a challenging environment - great if you like a lot of uncertainty, change, and challenges.",Some lovely people with a great attitude and a pleasure to work with.,Very hierarchical and senior management have no idea the impacts their decisions have on every day workers.  Extremely long time to get any support function done from procurement to onboarding to HR.  No real way to find out what is going on as these functions are largely outsourced.,former employee,"Sydney NSW, Australia",3,4,3,2,3,3,5
2005969,2017-10-05T07:04:36Z,Executive Manager,"Some great people, but current direction is muddled.","Great technology, some great people doing their best.",Far too much pressure and cost cutting,current employee,"Sydney, New South Wales, Australia",1,4,3,1,1,1,2
517226,2016-02-16T09:52:06Z,Associate,Great oppurtunity and amazing experience,Flexibility for working parents,KPI's and CI which is continuous improvement,current employee,"Parramatta Park, Queensland, Australia",4,4,4,4,5,5,4
529096,2016-02-16T19:29:33Z,Program Director,"I love working for cba, I would return for the perfect role if given the opportunity.",People were kind and considerate,"Decisions were slow. Inexperience staff slowed down important decisions. Project never completed, instead they were re branded!",former employee,Sussex st sydney,5,5,5,3,5,5,5
543865,2016-02-17T07:59:07Z,"Executive Manager, Transformation Program",Great culture and people,"Great culture, strong values
Good development and training opportunities",Not enough seating and meeting rooms,current employee,"Sydney, New South Wales, Australia",5,4,5,4,3,4,5
1905698,2017-09-06T10:34:16Z,Project Manager,Loyal for 7 years and made redundant whilst on mat leave,Flexibility and amazing offices,Terrible culture lots of redundancies,former employee,"Sydney, New South Wales, Australia",1,3,2,3,5,5,3
557196,2016-02-17T10:39:35Z,Senior Analyst,Love working in CBA.,Great culture and great people. Flexible working hours allowed. Overall good opportunities to move around in the business.,Bureaucracy in some departments.,current employee,"Sydney, New South Wales, Australia",5,2,4,4,5,4,5
554731,2016-02-17T10:18:49Z,Financial Planner,Great environment with amazing people,Great development opportunites and the opportunity to move into secondment roles as well as work on projects.,IT issues stemming from innovating and leading the industry.,current employee,"Brisbane, Queensland, Australia",5,5,5,4,5,4,5
2583287,2018-02-22T22:48:37Z,Customer Services Officer,"I enjoyed working there, they always look after their employees and it was unlike any other workplace. Their management is fantastic.",They respect their employees,Nothing they are supportive,former employee,"Melbourne VIC, Australia",5,5,4,5,5,5,5
1837759,2017-08-17T08:37:04Z,Group Security,Disappointing,The team was a really great bunch of people,"Really high workload, very little financial incentive and inept senior management",former employee,"Sydney, New South Wales, Australia",2,2,2,2,3,4,4
574460,2016-02-17T22:02:30Z,Customer Service Specialist,Unpredictable,"Flexible 
Something different every day 
Good hours 
Good pay","Customer service
Something different with every customer",former employee,,4,5,3,4,4,5,5
569608,2016-02-17T07:27:44Z,Merchant Client Services,My experience was challenging I felt like a different person.,Meeting new people and making friends. The food shops outside was probably the highlight of my time there.,Learning all the content in a short time,former employee,,2,3,2,2,3,1,5
1381305,2017-03-22T10:45:07Z,Business Banking Associate,Its like selling your soul to the devil,The perks and the potential for career development - if you are prepared to move around the country.,"Dealing with the narrow minded career bankers. They've never had any other job but have somehow progressed. Its all about convincing people that they way forward financially is to borrow more money. 
The expectation that you will forget work life balance and just work",former employee,"Adelaide, South Australia, Australia",2,4,3,2,2,2,4
541870,2016-02-17T07:08:27Z,Senior Ios Developer,Relaxing,Many good devs can learn from,Hard to find challenging task,former employee,"Baulkham Hills, New South Wales, Australia",4,3,3,3,3,5,3
195794,2015-07-30T20:38:42Z,Customer Service Representative,It used to be a great company to work for. Not so now as we are basically becoming telemarketers.  They are driving customers out of the branches and navigating them to online banking and Atm/ IDM usage. They are looking to become cashless within the next,Not many anymore,Sales targets. Unobtainable.  Management have no clue how the front line staff have to work on a daily basis. Completely out if touch,current employee,"Sunshine Coast, Queensland, Australia",3,3,3,2,3,3,3
396014,2015-10-08T10:21:05Z,Marketing Manager,Wish i could of stayed after my contract ended!,"Flexible environment, adequate resources, forward thinking company.",None,former employee,,5,4,4,4,4,4,5
1838824,2017-08-17T08:22:19Z,Manager,I love working there. Excellent opportunities to help people,Excellent learning and challenging environment. Excellent technology. Diverse. Equal opportunity. Good benefits.,System outages. Targets. Minimal staff,former employee,"NSW, Australia",5,4,4,4,5,3,5
1847685,2017-08-19T00:25:07Z,Personal Lender,Plenty of career progression opportunities,Lots of different departments and shifts and plenty of opportunity to move within the company,Management sometimes get so caught up in the processes that the day to day environment becomes micromanaged,current employee,"Parramatta, New South Wales, Australia",4,4,4,4,4,3,5
1911344,2017-09-07T10:25:25Z,Lender,Highly micro managed and stessfull enviroment,System and bonus amounts,Achieving expectations to achieve targets and bonus and difficult for future career development,current employee,"Victoria, Australia",3,4,2,3,3,3,2
530311,2016-02-16T07:10:54Z,Cash And Maintenance Associate,"Hard working individual and very knowledgeable, easy going and  team player",Great people/team members,Getting through high volumes of work on a daily basis and not enough staff,current employee,"Sydney Olympic Park, New South Wales, Australia",3,3,3,3,3,3,3
1848302,2017-08-19T01:43:18Z,Commercial Loan Representative,Disappointing overall,"Opportunity to experience new workplace, computer systems & procedures",Poor training and management - poor communication,former employee,"Hobart, Tasmania, Australia",3,2,2,2,2,4,5
732616,2016-09-16T03:14:21Z,Customer Service Representative,Love the bank but if you cannot handle stress then this is definitely not the job for you,Great team environment and opportunities for training and improvement,"Micro-management 
Customers sometimes unrealistic expectations
Customer abusive calls
Stress",former employee,Newcastle,4,3,5,4,3,3,5
5142560,2018-10-02T00:42:01Z,Retail Banking,Didn’t help with interstate transfer. Made to resign after 20 years. Huge disappointment.,Technology is top notch. Easy to use and learn programs. Consistent improvements to systems.,"Short staffed
Arrogance of brand with poor rates offered",former employee,"Victoria, Australia",1,4,2,3,3,3,5
5037022,2018-08-29T13:56:44Z,Certification Officer,It was good while it lasted,The people I worked with were all fantastic (except for the odd 1 or 2) and I have made some life-long friendships,Unrealistic timeframes to complete files; no career development in Brisbane (plenty in Sydney); too much emphasis on 'productivity' rather than on each individual 'customer',former employee,"Brisbane City QLD, Australia",4,3,1,3,5,4,4
285119,2015-09-29T02:45:15Z,Home Lender,Absolutely terrible place to be apart of.,No good things at all.,The company is only worried about profits. They do not care about staff members. It is a horrible environment to work in. There is no work life balance.,former employee,"Melbourne, Victoria, Australia",1,1,1,1,1,1,1
363120,2015-09-25T03:43:44Z,Account Manager,"Competitive, but rewarding after you put in the hard work","Good brand, name, diverse company with opportunities in more fields and sectors than you think.","Not all managers are as good as each other unfortunately. A bad manager can really impact your work/life balance, Development and motivation.",current employee,"Brisbane, Queensland, Australia",5,5,5,4,4,4,5
